ID,Age,Salaire_Annuel (€),Niveau_Etude,Ville,Score_Credit_Externe,Epargne_Totale (€),Montant_Pret_Accorde,Defaut_Paiement
1530,67.08,30689.15,Doctorat,Lyon,68.77,5492.54,10196.68,Non
1531,52.88,101431.98,Licence,Lyon,57.89,9280.52,39767.33,Non
1532,26.42,27093.39,Doctorat,Paris,73.72,5624.64,11764.37,Non
1533,67.88,69796.71,Doctorat,Marseille,82.12,8464.16,24688.43,Oui
1534,64.21,112209.68,,Marseille,20.01,31901.79,38204.73,Non
1535,43.45,121563.31,Licence,Paris,90.96,24563.15,45763.56,Non
1536,22.8,46110.35,Doctorat,Lyon,,16042.25,17470.05,Non
1537,42.64,78593.99,Master,Lyon,61.87,27937.82,29897.16,Non
1538,28.24,48704.31,Bac,Paris,98.0,11897.59,17898.1,Non
1539,49.13,15335.78,Doctorat,Paris,42.21,2647.58,5931.94,Non
1540,56.45,16491.21,Master,Paris,84.27,1135.99,5563.81,Non
1541,53.87,376224.91,Bac,Marseille,87.06,35883.77,128839.89,Non
1542,30.92,37408.61,Doctorat,Lyon,65.83,6500.64,11510.47,Non
1543,18.0,197897.21,Licence,Paris,72.46,14192.76,69209.4,Non
1544,49.26,,Master,Lyon,69.32,33249.29,44844.66,Non
1545,53.93,244461.58,Bac,Paris,98.0,65716.2,85511.0,Non
1546,33.29,16739.13,Doctorat,Lyon,68.5,3906.38,5662.84,Non
1547,25.5,29651.8,Master,Paris,84.85,1861.53,9600.62,Non
1548,43.69,59221.14,Licence,Marseille,98.0,,23864.71,Non
1549,52.37,22856.07,Master,Paris,73.48,8245.36,8655.75,Non
1550,44.88,103153.48,Licence,Paris,98.0,39882.04,45280.65,Non
1551,22.92,161564.15,Master,Marseille,66.42,24793.92,64372.11,Oui
1552,38.31,,Doctorat,Lyon,80.21,35394.3,41756.81,Non
1553,36.33,266685.48,Bac,Lyon,68.1,97302.92,106335.66,Non
1554,22.73,49792.72,Licence,Marseille,67.44,7067.61,17262.67,Non
1555,45.6,61629.29,Master,Lyon,78.74,4686.65,22910.51,Non
1556,55.82,38360.59,,?,54.26,10986.0,12983.59,Non
1557,56.76,62585.2,,Paris,66.21,20553.52,23905.17,Non
1558,40.29,34496.88,Licence,Paris,68.75,8485.24,12679.22,Oui
1559,55.09,104231.5,Licence,Marseille,57.73,38715.5,36856.13,Non
1560,41.18,80822.14,Doctorat,Marseille,98.0,14495.61,25831.02,Non
1561,40.45,72453.67,Doctorat,Marseille,92.25,30574.34,30180.35,Non
1562,18.0,81130.12,Bac,Lyon,55.77,15602.43,30957.16,Non
1563,45.6,92285.88,Bac,Marseille,98.0,18456.2,32580.77,Non
1564,55.57,72144.93,Licence,Lyon,80.27,8035.15,24040.76,Non
1565,40.09,33286.96,Master,Lyon,98.0,9727.91,13033.76,Non
1566,27.6,69905.23,Master,Paris,98.0,17898.54,24370.1,Non
1567,57.7,57653.92,Doctorat,Lyon,55.58,24346.36,20913.6,Non
1568,20.46,43920.7,Licence,Marseille,35.84,5622.66,16125.19,Non
1569,47.41,74658.18,Bac,Lyon,95.62,6564.96,23996.35,Non
1570,31.35,26073.61,Doctorat,Marseille,85.18,6441.46,11029.72,Oui
1571,21.76,27242.52,Doctorat,Lyon,51.65,7891.7,10959.53,Non
1572,44.56,40420.91,Bac,Marseille,89.34,,16214.45,Non
1573,53.65,68698.06,Master,Paris,64.33,23132.03,23395.32,Non
1574,38.8,49352.82,Bac,Marseille,96.57,10668.72,20963.86,Non
1575,40.55,80367.81,Licence,Lyon,73.98,24499.28,28271.02,Non
1576,25.76,65462.48,Master,Paris,68.79,15625.43,23058.31,Oui
1577,,118917.22,Master,Lyon,51.74,11676.71,50426.03,Non
1578,36.07,30880.96,Doctorat,Paris,,5663.07,12714.04,Non
1579,18.0,59314.79,Master,Paris,82.71,25193.91,25335.05,Non
1580,48.92,19652.73,Licence,Paris,,7028.31,6560.31,Non
1581,63.46,48437.07,Master,Marseille,58.06,7486.02,15603.86,Non
1582,66.78,75295.47,Master,Lyon,85.53,16606.97,25740.09,Non
1583,30.03,159677.46,Bac,Paris,87.82,50473.29,60341.71,Non
1584,43.74,26154.41,Licence,Lyon,20.3,5627.74,10475.95,Non
1585,22.63,94097.72,Master,Marseille,74.35,8230.25,33820.22,Non
1586,54.19,80082.71,Doctorat,Marseille,71.03,15084.24,31710.66,Non
1587,32.15,98311.93,Master,Lyon,53.13,15763.89,32215.59,Non
1588,52.89,101293.89,Bac,Lyon,66.96,36264.59,41433.49,Non
1589,33.3,40129.58,Licence,Lyon,71.39,4674.04,15901.57,Non
1590,38.32,40498.88,Bac,Lyon,54.84,5355.45,15951.72,Oui
1591,48.11,24984.98,Doctorat,Paris,59.11,5058.53,8761.6,Non
1592,45.03,56854.03,Bac,Marseille,83.74,10131.1,23525.02,Oui
1593,65.7,73074.65,Doctorat,Paris,60.64,21190.7,28186.15,Non
1594,36.04,188357.8,Bac,,79.07,65905.24,81498.6,Non
1595,37.35,107277.06,Licence,Paris,60.52,13355.04,40660.29,Non
1596,70.0,64179.46,Master,Marseille,38.1,27451.12,24530.88,Oui
1597,40.06,53377.35,Bac,Paris,72.02,17621.44,18748.12,Non
1598,54.12,27624.52,Licence,Marseille,35.39,5232.58,9499.4,Oui
1599,59.86,58572.6,Doctorat,Lyon,64.98,11248.97,25020.14,Non
1600,41.78,30847.55,Doctorat,Paris,61.08,7986.42,11485.31,Non
1601,70.0,,Master,Paris,57.99,18290.04,29664.45,Non
1602,62.94,60811.98,Bac,Marseille,92.44,22684.16,26699.17,Non
1603,43.86,87925.09,Licence,Paris,93.31,8768.42,28308.76,Non
1604,53.58,38921.83,Doctorat,Paris,73.31,7689.57,14651.3,Non
1605,33.92,15000.0,,Lyon,95.51,1982.92,5662.5,Non
1606,66.07,74299.49,Master,Paris,62.81,3481.14,23433.47,Non
1607,40.25,104024.95,Bac,Lyon,78.35,17580.6,42187.99,Non
1608,46.65,108375.78,Licence,Marseille,71.07,20820.58,38245.88,Non
1609,29.57,77357.04,Doctorat,Marseille,,28718.59,34508.09,Non
1610,41.96,63642.59,Bac,Paris,75.66,17728.74,27053.7,Non
1611,54.97,41542.34,Doctorat,Paris,10.0,6864.27,16340.93,Oui
1612,63.4,53725.38,Bac,Lyon,94.21,6833.54,18320.15,Non
1613,43.51,23934.31,Licence,Lyon,58.09,8570.27,9620.25,Non
1614,22.26,39558.18,Master,Paris,98.0,7808.0,14048.21,Non
1615,29.4,47339.64,Licence,Paris,46.48,15583.86,18113.88,Oui
1616,44.1,60549.67,Doctorat,Lyon,29.95,6427.16,25883.86,Oui
1617,37.51,37163.99,Licence,Paris,66.65,1933.69,12789.66,Non
1618,52.42,36538.54,Licence,Paris,98.0,14302.64,13691.99,Non
1619,49.21,45014.63,Licence,Marseille,79.06,7455.7,17228.04,Non
1620,39.55,44418.86,,Lyon,,9192.82,16986.1,Non
1621,34.95,49095.42,Licence,Paris,81.94,10066.37,17085.63,Non
1622,64.18,46160.12,Licence,Lyon,73.51,4011.03,14873.75,Non
1623,40.52,31095.96,Master,Marseille,81.74,2326.92,12580.64,Non
1624,38.52,32254.11,Licence,Paris,37.59,2824.76,11228.11,Non
1625,70.0,52662.09,Licence,Lyon,84.59,6299.14,21235.26,Non
1626,31.1,76465.19,Doctorat,Paris,98.0,27881.61,29885.2,Non
1627,47.78,63189.6,Licence,Lyon,62.62,14387.12,26472.78,Non
1628,,45428.06,Bac,Paris,98.0,12386.67,16923.41,Non
1629,59.63,138048.69,Bac,,73.89,10598.78,50300.64,Non
1630,31.01,59303.74,Licence,Lyon,75.0,16030.35,21752.65,Oui
1631,45.76,131593.87,Doctorat,Marseille,63.71,16286.33,42840.41,Non
1632,41.64,27822.17,Licence,Paris,55.77,9401.12,10414.41,Non
1633,70.0,32002.95,Licence,Lyon,48.39,2781.9,11151.75,Non
1634,35.08,48514.02,Bac,Paris,54.88,14604.07,16290.81,Non
1635,33.73,38237.23,Licence,Paris,54.38,8688.32,14026.4,Non
1636,37.71,35587.56,Licence,,76.17,8248.01,15175.67,Non
1637,32.55,,Bac,Paris,18.33,12343.28,15325.82,Oui
1638,38.24,59439.92,Doctorat,Marseille,93.4,11244.43,24005.11,Non
1639,40.81,15000.0,Doctorat,Lyon,98.0,3505.97,5001.32,Non
1640,30.13,85624.83,Licence,Marseille,44.42,23287.05,33597.78,Non
1641,53.29,64227.69,Master,Marseille,95.39,8619.7,22857.85,Non
1642,49.33,121347.92,Doctorat,Marseille,33.66,31518.42,39648.46,Non
1643,50.65,95832.6,Licence,Marseille,55.55,17583.3,35806.61,Oui
1644,60.56,37807.1,Master,Paris,87.09,,15763.38,Non
1645,43.91,25460.66,Licence,Lyon,98.0,8340.25,10543.75,Non
1646,45.25,87702.96,Licence,,20.84,9811.21,34100.15,Non
1647,28.71,153914.16,Bac,Marseille,98.0,32968.72,55021.49,Non
1648,49.18,31927.16,Bac,Paris,80.59,9385.99,11223.28,Non
1649,29.54,41831.24,Bac,Lyon,64.2,5565.41,17914.79,Non
1650,55.72,77466.29,Master,Paris,49.74,18866.14,32778.31,Non
1651,38.72,62326.59,Bac,Marseille,92.95,3517.67,21095.87,Non
1652,21.23,24688.69,Licence,Marseille,70.54,4142.77,8376.2,Non
1653,57.44,120726.68,Master,Paris,98.0,8029.31,42040.34,Non
1654,38.16,46738.21,Master,Paris,88.09,15295.53,18871.32,Non
1655,44.13,,Doctorat,,60.83,,29488.84,Non
1656,70.0,82130.7,Bac,Lyon,35.27,33221.98,32799.08,Non
1657,23.73,129597.75,Licence,Paris,98.0,35060.95,44264.48,Non
1658,48.11,68101.13,Licence,Lyon,68.09,19473.93,27506.01,Non
1659,44.46,90503.03,Licence,,43.43,5114.64,36588.16,Oui
1660,44.69,29441.0,Bac,Paris,76.81,8335.59,10272.39,Non
1661,50.47,34420.34,Licence,Lyon,64.36,5166.0,14122.08,Oui
1662,28.23,145567.77,Bac,Paris,51.6,42914.02,51022.94,Non
1663,31.59,29199.32,Bac,Marseille,93.36,10707.61,12956.44,Non
1664,34.99,82838.06,Doctorat,Marseille,64.07,5007.01,29728.46,Oui
1665,32.02,34467.07,,Marseille,85.19,3898.81,10868.8,Non
1666,50.0,63338.73,Bac,,88.48,10499.91,24399.51,Non
1667,30.39,62924.73,Licence,Paris,60.46,8845.51,23600.09,Non
1668,23.97,20592.59,Master,Paris,98.0,1492.87,7769.39,Oui
1669,59.34,30466.03,Bac,Marseille,53.93,6593.69,9822.4,Non
1670,57.49,41724.32,Master,Marseille,44.46,5874.28,17350.99,Non
1671,26.3,,Doctorat,Lyon,60.06,10171.58,46662.19,Non
1672,45.3,33997.4,Master,Paris,32.3,3495.61,12619.88,Non
1673,51.06,47739.4,Licence,-,37.11,7718.3,15854.55,Non
1674,49.2,50875.03,Licence,Marseille,90.66,9930.5,19014.33,Non
1675,63.01,101473.76,Doctorat,Marseille,55.47,37950.51,37168.47,Non
1676,50.72,46092.37,Master,Marseille,19.69,8629.7,16715.74,Non
1677,41.08,69924.51,Doctorat,Lyon,55.57,25672.58,25578.95,Non
1678,45.45,54995.97,Licence,Marseille,44.81,11589.81,21477.02,Non
1679,25.6,60128.63,Licence,Marseille,71.53,19945.19,24241.25,Non
1680,46.13,50278.76,Doctorat,Marseille,98.0,18683.3,17910.11,Non
1681,40.14,24479.89,Doctorat,Paris,90.43,2389.98,9648.89,Oui
1682,59.99,52007.21,Doctorat,Lyon,96.09,12607.55,--,Non
1683,61.55,57848.51,Master,Marseille,60.32,7267.27,21094.3,Non
1684,62.62,44544.24,Licence,Lyon,62.54,12268.09,17532.88,Non
1685,29.77,,Master,Paris,65.78,22578.37,20593.67,Non
1686,40.97,25795.19,Master,Marseille,85.41,8552.76,9926.71,Non
1687,18.0,23639.81,Doctorat,Paris,89.08,7268.65,8704.34,Non
1688,59.95,49753.35,Master,Lyon,64.79,15307.08,18023.2,Non
1689,48.66,60409.39,Bac,Paris,89.26,4185.94,23415.85,Oui
1690,44.46,75649.64,Doctorat,Lyon,97.34,9020.68,28817.68,Non
1691,20.0,39003.46,Bac,Paris,48.81,4345.47,12461.85,Oui
1692,55.31,46666.88,Master,Paris,80.26,15700.27,18605.08,Non
1693,18.0,70903.77,Master,Marseille,77.14,18562.44,25667.76,Non
1694,33.39,126975.64,Master,Marseille,72.07,12870.15,48192.68,Non
1695,34.15,15000.0,Bac,Marseille,35.87,1100.44,5870.25,Non
1696,23.69,25341.33,Licence,Marseille,89.15,3670.17,7669.24,Non
1697,32.13,44065.66,Bac,Marseille,18.63,15015.23,16918.51,Oui
1698,48.34,38224.78,Master,Paris,71.77,4304.86,13950.76,Oui
1699,30.89,43495.2,Bac,Paris,80.86,2471.73,15459.13,Non
1700,,,Bac,Paris,75.58,4897.51,17540.92,Non
1701,40.04,17326.64,Licence,Paris,33.91,1369.54,6692.14,Oui
1702,58.07,63223.67,Bac,Paris,10.73,3867.69,21695.52,Oui
1703,59.08,30775.25,Doctorat,Lyon,17.55,3634.65,10148.45,Oui
1704,25.4,71382.13,Bac,Marseille,28.34,,22786.71,Oui
1705,18.0,41488.31,Bac,Lyon,21.94,939.49,16322.2,Oui
1706,38.41,34297.25,,Lyon,12.24,2436.45,11092.12,Oui
1707,66.07,65589.04,Master,Marseille,10.85,6746.03,23919.45,Oui
1708,35.8,20991.28,Bac,Marseille,22.55,1487.31,6484.04,Oui
1709,49.16,,Licence,Lyon,35.73,3254.93,14742.4,Oui
1710,41.81,61055.54,Master,Paris,32.33,5003.17,24776.9,Oui
1711,65.11,31785.81,Licence,Paris,34.65,2398.2,13345.69,Oui
1712,70.0,27683.91,Master,Paris,34.9,690.09,8736.6,Oui
1713,,39577.19,Bac,Lyon,17.0,2585.86,14170.02,Oui
1714,40.22,19430.67,Doctorat,Paris,21.91,1833.37,6413.19,Oui
1715,24.42,36051.86,Licence,Paris,29.89,3794.6,14915.63,Oui
1716,31.82,38760.96,Master,Lyon,,3549.2,14863.12,Non
1717,54.69,34983.5,Bac,Marseille,27.5,2583.13,10808.07,Oui
1718,48.78,34334.57,Licence,Marseille,20.51,2239.24,13595.97,Oui
1719,20.32,44006.63,Licence,Marseille,16.84,930.85,13590.16,Oui
1720,49.03,18167.82,Master,Marseille,11.92,1930.21,6554.17,Oui
1721,30.84,25053.54,Licence,Lyon,29.62,1543.84,8802.33,Oui
1722,32.37,41455.34,Master,Marseille,30.84,2659.56,16122.57,Oui
1723,55.66,25549.28,Bac,Paris,39.87,1156.52,8295.98,Oui
1724,24.95,31445.51,Licence,Paris,36.2,2845.54,11317.82,Oui
1725,57.17,51635.12,Licence,Marseille,12.74,3686.11,20005.14,Non
1726,43.64,37614.4,Bac,Marseille,15.1,1941.3,12190.67,Oui
1727,39.9,44209.93,Doctorat,Lyon,15.57,3765.27,15787.06,Non
1728,60.93,32534.69,Licence,Paris,23.57,2031.43,11648.84,Oui
1729,59.18,71529.77,Doctorat,Lyon,37.29,1559.58,24584.3,Non
1730,58.83,33622.66,Master,Paris,27.58,2939.27,12152.0,Oui
1731,31.51,31311.88,Doctorat,Paris,37.44,911.29,10318.8,Oui
1732,52.45,45176.42,Doctorat,Lyon,15.12,4957.75,17061.58,Non
1733,18.23,28765.84,Bac,Marseille,21.8,1690.75,11482.03,Oui
1734,35.95,32007.7,Master,Marseille,18.1,3099.69,11897.33,Oui
1735,70.0,37893.56,Bac,,35.42,794.02,14316.65,Oui
1736,70.0,40316.1,Master,Marseille,22.55,3685.51,14628.21,Oui
1737,56.23,41171.73,Master,Marseille,22.54,4574.24,14626.84,Oui
1738,61.09,35167.7,Licence,Lyon,10.61,2829.2,12135.04,Oui
1739,42.1,27904.5,Master,Paris,18.68,,10771.65,Oui
1740,29.43,22248.67,Bac,Marseille,26.09,1444.27,8177.69,Oui
1741,49.9,17096.41,Bac,Marseille,21.14,1109.41,5518.16,Oui
1742,43.36,26680.43,,Marseille,26.63,2024.62,9362.34,Oui
1743,21.39,34798.85,Licence,Lyon,11.8,1828.69,11879.88,Oui
1744,49.08,19441.52,Bac,Marseille,20.11,1527.1,6386.67,Oui
1745,70.0,43566.87,Bac,Paris,38.89,3439.48,17287.5,Oui
1746,43.87,15000.0,Licence,Lyon,32.32,1054.83,5925.39,Oui
1747,70.0,39809.64,Bac,Lyon,36.5,2769.62,13630.66,Oui
1748,23.53,27886.26,Licence,Lyon,20.68,1349.99,9129.06,Non
1749,32.67,31856.03,Doctorat,Paris,12.69,2519.03,11209.7,Oui
1750,25.09,43844.41,Master,Lyon,17.54,1637.91,13938.1,Oui
1751,57.33,35989.79,Master,Marseille,14.93,3613.77,12313.84,Oui
1752,18.0,,Master,Marseille,38.43,2232.43,25137.74,Non
1753,59.13,18407.05,Bac,Lyon,26.99,1236.51,6080.14,Oui
1754,49.76,24462.53,Licence,Paris,23.12,1476.43,8037.59,Oui
1755,47.04,34844.72,Bac,Lyon,30.6,3628.58,10653.7,Oui
1756,37.09,56719.53,Doctorat,Paris,29.64,5157.59,20023.49,Non
1757,37.99,49749.5,Bac,Marseille,29.51,2631.78,17322.27,Oui
1758,70.0,36756.37,Doctorat,Lyon,37.61,915.82,11468.41,Oui
1759,46.27,45808.66,,Paris,23.17,1121.77,14000.82,Oui
1760,70.0,62662.54,Master,Paris,25.17,6373.42,19575.74,Oui
1761,24.04,67387.24,Doctorat,Marseille,37.51,2250.56,25603.81,Oui
1762,24.94,26528.65,Licence,Marseille,27.55,1705.56,10570.41,Oui
1763,34.12,30168.56,Master,Paris,18.17,3112.75,9245.43,Oui
1764,53.92,31151.79,Doctorat,Paris,33.42,2976.36,11787.22,Non
1765,56.24,50489.94,Licence,Paris,36.17,2098.56,17938.02,Oui
1766,35.21,35589.59,Licence,Paris,28.46,3658.76,12688.94,Non
1767,23.32,26837.36,Doctorat,Paris,15.14,2328.41,8528.76,Oui
1768,18.0,23675.44,Bac,Lyon,35.91,2673.57,9107.12,Oui
1769,55.14,26527.42,Bac,Marseille,10.16,2028.87,10067.0,Non
1770,45.5,15000.0,Doctorat,Paris,23.52,317.47,5470.05,Oui
1771,,21892.76,Bac,Paris,18.25,612.22,7476.79,Oui
1772,54.17,65561.79,Licence,Lyon,29.12,4939.61,23587.64,Oui
1773,31.93,25274.33,Bac,Paris,20.21,1709.98,7931.2,Non
1774,44.18,53967.31,Doctorat,Marseille,31.75,3432.58,18254.55,Oui
1775,30.49,17325.69,Licence,Marseille,12.52,437.09,5188.17,Oui
1776,52.72,28844.48,Bac,Paris,,1458.31,10953.85,Oui
1777,62.74,21788.0,,Lyon,20.92,2251.3,7258.04,Oui
1778,36.99,22988.84,Bac,Marseille,39.28,1050.2,8304.85,Oui
1779,46.25,67401.43,Doctorat,Lyon,11.22,3471.23,25659.0,Oui
1780,35.63,68873.28,Licence,Paris,25.13,4575.47,22185.47,Oui
1781,52.08,15000.0,Master,Lyon,21.1,1411.17,5646.47,Oui
1782,60.58,23764.94,Bac,Lyon,19.88,803.81,7719.18,Oui
1783,70.0,33076.64,Bac,Marseille,25.4,,13545.22,Oui
1784,60.87,21613.95,Licence,Lyon,14.06,1061.88,7424.87,Oui
1785,18.0,101144.42,Doctorat,Lyon,19.78,6833.87,42394.17,Oui
1786,54.4,40636.71,Bac,Paris,21.79,4721.02,15369.13,Oui
1787,18.0,37869.47,Doctorat,,33.3,2848.63,13427.29,Oui
1788,43.61,46415.23,Bac,Paris,32.02,2836.19,16255.01,Oui
1789,43.22,19992.35,Master,Paris,15.07,652.02,7696.9,Oui
1790,34.16,66614.67,Master,Marseille,38.8,6797.77,22049.3,Non
1791,30.83,25384.58,Doctorat,Marseille,16.96,,8662.34,Oui
1792,58.95,56777.34,,Lyon,31.85,1135.85,23246.89,Oui
1793,53.98,86974.9,Doctorat,Paris,38.37,5591.94,34790.25,Oui
1794,49.09,69088.1,Licence,Paris,37.27,7889.8,21887.84,Non
1795,46.09,23071.5,Master,Lyon,,1076.0,7912.92,Oui
1796,27.88,33856.08,,Paris,37.84,2214.51,10449.38,Oui
1797,61.79,20645.25,Bac,Lyon,30.96,1866.2,7208.74,Oui
1798,45.2,28396.1,Doctorat,Marseille,17.46,1431.6,9619.15,Oui
1799,50.11,15000.0,Master,Marseille,30.62,1249.93,4907.08,Oui
1800,46.69,15000.0,Doctorat,Marseille,29.91,871.65,4805.84,Oui
1801,52.75,33012.95,Master,Lyon,31.65,951.19,11939.34,Oui
1802,70.0,50298.7,Master,Lyon,26.15,3848.22,20921.71,Oui
1803,42.86,15000.0,Doctorat,Marseille,35.4,1057.75,4854.69,Oui
1804,31.3,18392.28,Doctorat,Marseille,31.25,1044.4,7227.84,Oui
1805,47.9,31193.32,,Lyon,28.49,1961.2,11736.21,Oui
1806,58.67,51307.67,Bac,,23.24,,18971.85,Oui
1807,50.32,93869.54,Licence,?,35.3,9027.83,37068.49,Non
1808,38.8,23517.37,Licence,Lyon,36.29,944.59,9445.44,Oui
1809,62.28,36406.14,Bac,Paris,22.58,1434.38,13437.86,Oui
1810,34.13,46653.81,Licence,Marseille,11.5,5008.91,18514.98,Oui
1811,18.0,63163.59,Master,Marseille,26.05,6800.18,23755.9,Non
1812,54.91,22196.29,Licence,Paris,21.34,461.92,7935.13,Oui
1813,,45861.04,Licence,Paris,15.01,2784.56,14504.8,Oui
1814,36.76,40557.0,Doctorat,Marseille,24.03,1098.57,15058.26,Oui
1815,18.0,74224.99,Bac,Lyon,38.47,7253.16,27358.54,Oui
1816,27.75,58355.06,Doctorat,Marseille,18.92,2896.44,17316.29,Oui
1817,34.32,17845.22,Master,Lyon,24.28,436.44,5950.14,Oui
1818,38.65,29140.1,Bac,Lyon,35.78,1329.53,11029.07,Oui
1819,42.0,83170.66,Master,Lyon,34.4,9603.2,30238.1,Oui
1820,40.08,40588.69,Master,Lyon,37.55,4120.48,13213.67,Oui
1821,61.48,44091.75,Licence,Marseille,36.98,3632.07,14098.33,Oui
1822,27.81,27264.98,Bac,Paris,29.41,1811.14,11004.95,Oui
1823,54.49,36805.48,Licence,Paris,21.34,2442.69,12421.34,Oui
1824,46.6,27753.17,Bac,Lyon,28.71,1079.65,9748.29,Oui
1825,46.0,43875.09,Master,Marseille,12.24,2898.76,17172.56,Non
1826,58.35,28618.23,Doctorat,Lyon,22.55,1834.01,8640.53,Oui
1827,37.05,15000.0,,Marseille,20.02,461.04,5070.81,Non
1828,55.1,68737.94,Licence,Paris,29.36,7057.51,27201.94,Oui
1829,48.43,91319.4,,Lyon,21.37,4933.76,32304.49,Oui
1830,20.84,19914.31,Licence,Marseille,31.54,1877.56,6519.34,Oui
1831,38.12,18977.11,Bac,Marseille,20.67,1880.64,7147.35,Oui
1832,18.0,34478.66,Licence,Lyon,17.26,2063.55,11315.16,Oui
1833,42.98,69262.03,Doctorat,Marseille,16.16,6491.43,29056.77,Non
1834,49.23,38114.99,Bac,Marseille,31.67,1488.23,12974.65,Oui
1835,58.03,,Licence,Lyon,11.43,2328.38,12390.81,Oui
1836,37.87,34169.0,Bac,Marseille,24.51,2395.41,12191.67,Oui
1837,24.08,42636.95,Licence,Marseille,18.62,1543.01,15880.05,Oui
1838,59.61,44778.6,Licence,Marseille,26.81,2037.44,14398.53,Oui
1839,57.6,49794.36,Bac,Marseille,23.66,4471.9,18281.73,Oui
1840,18.0,,Bac,Lyon,25.25,820.06,12831.65,Oui
1841,59.64,28889.82,Bac,Lyon,39.02,1845.06,9862.99,Oui
1842,63.59,37590.67,Doctorat,Lyon,33.42,1560.03,12113.68,Oui
1843,54.43,15000.0,Licence,Marseille,15.64,1589.5,5265.25,Oui
1844,51.24,23405.48,Doctorat,Lyon,33.1,1550.21,7818.38,Oui
1845,39.96,31743.47,Bac,Lyon,14.15,3009.79,12512.81,Oui
1846,58.58,17309.82,Master,Lyon,10.28,403.28,5873.39,Oui
1847,32.19,30140.98,Licence,Marseille,24.76,2919.06,9901.54,Oui
1848,39.76,41361.44,Master,Marseille,29.02,3974.39,15521.24,Oui
1849,40.87,71867.08,Bac,Paris,26.13,8589.26,25705.9,Non
1850,66.1,39546.26,Bac,Marseille,12.68,1625.98,12434.62,Oui
1851,70.0,45407.13,Bac,Lyon,37.77,3838.47,16958.28,Oui
1852,64.28,40544.89,Master,Paris,32.16,3345.81,12770.24,Oui
1853,44.19,37281.9,Bac,Paris,27.88,2462.05,14143.84,Oui
1854,65.0,34487.68,Doctorat,Paris,24.27,2540.44,11716.66,Non
1855,39.13,43720.03,Master,-,31.89,4420.16,14423.62,Oui
1856,37.72,58168.51,Doctorat,Lyon,27.73,4093.75,18966.02,Oui
1857,45.08,23547.13,Master,Paris,19.96,835.79,9559.99,Oui
1858,23.67,29839.13,Bac,Paris,37.32,1117.73,9958.82,Oui
1859,41.04,26525.08,Bac,Paris,31.62,2002.13,8810.4,Oui
1860,45.13,37767.06,Doctorat,Marseille,15.52,1872.97,14987.3,Oui
1861,57.56,62710.64,Licence,Paris,34.93,1515.06,20772.26,Oui
1862,52.85,30587.76,Bac,Lyon,12.91,2466.63,9361.73,Oui
1863,53.08,28734.31,Bac,Marseille,28.15,2339.23,10593.46,Non
1864,,29737.53,Master,Lyon,24.18,2608.36,11395.83,Oui
1865,28.67,22832.52,Bac,Paris,19.93,1072.66,8070.97,Oui
1866,36.65,21050.86,,Marseille,32.25,2013.95,7799.8,Oui
1867,70.0,29330.58,Doctorat,Marseille,31.47,908.16,9546.96,Oui
1868,,31073.56,Master,Paris,24.56,3201.13,10634.7,Non
1869,45.85,59484.08,Licence,Lyon,19.74,2934.88,20805.21,Oui
1870,23.68,27464.5,Licence,Paris,21.21,1463.62,9301.52,Oui
1871,54.77,,Master,Marseille,36.58,4812.03,17711.3,Oui
1872,39.36,27858.12,Master,Marseille,15.31,636.61,10908.4,Non
1873,62.69,62883.56,Master,Lyon,10.16,7450.89,24824.37,Oui
1874,30.06,37589.46,Licence,Paris,37.66,,13933.29,Oui
1875,40.83,69118.18,Bac,,37.11,4215.16,24479.6,Oui
1876,22.15,,Doctorat,Lyon,14.44,3734.27,16555.62,Oui
1877,22.57,57092.33,Licence,Paris,39.49,2706.95,18013.25,Oui
1878,42.79,103058.24,Doctorat,Paris,10.96,8371.54,38548.94,Oui
1879,,28954.2,Doctorat,Lyon,34.84,1687.52,10019.28,Oui
1880,28.86,50262.17,Bac,Marseille,17.84,3578.17,17106.86,Oui
1881,46.9,22996.63,Licence,Marseille,12.83,2194.53,8850.7,Oui
1882,61.19,34590.89,Master,Marseille,28.02,3050.34,12316.19,Oui
1883,48.21,23061.66,Licence,Paris,27.01,1737.53,9374.79,Oui
1884,44.9,74049.93,Master,Marseille,35.74,4379.15,25470.78,Oui
1885,32.61,24182.22,Doctorat,Paris,37.04,2500.24,9062.17,Oui
1886,18.0,21766.85,Bac,Marseille,24.94,1431.46,?,Oui
1887,37.29,74196.0,Doctorat,Paris,28.8,6882.37,26317.95,Oui
1888,40.42,31948.05,Licence,Lyon,28.91,1601.32,10773.11,Oui
1889,,24590.99,Bac,Marseille,25.64,915.03,8097.85,Oui
1890,44.56,30315.4,Licence,Paris,39.28,1610.4,12214.27,Oui
1891,30.43,36630.77,Master,Marseille,30.37,3388.7,11725.72,Oui
1892,34.3,23530.25,Master,Paris,25.38,1248.52,9350.16,Oui
1893,35.62,51652.15,Bac,Marseille,26.38,2138.44,16606.11,Oui
1894,27.94,53452.47,Master,Marseille,11.21,3222.59,20312.32,Oui
1895,60.37,62615.98,Master,Marseille,30.07,7152.84,22163.22,Oui
1896,26.37,15000.0,Master,Paris,39.38,432.95,5420.18,Oui
1897,,18564.34,Licence,Marseille,37.77,1910.14,6642.22,Oui
1898,39.98,35198.61,Bac,Lyon,19.5,3087.59,13364.16,Oui
1899,56.33,21812.61,Master,Marseille,37.24,950.35,9180.2,Oui
